订单ID,日期,菜品名称,菜品分类,单价,数量,交易总额(元),支付方式,售卖时段
8395,2022-09-02,招牌三明治,快餐,60,8,480,在线支付,傍晚
8396,2022-09-02,咖喱土豆球,快餐,20,15,300,现金,早晨
8397,2022-09-02,咖喱土豆球,快餐,20,15,300,现金,早晨
8398,2022-09-02,新鲜甘蔗汁,饮品,25,9,225,现金,早晨
8399,2022-09-02,咖喱土豆球,快餐,20,6,120,在线支付,午夜
8400,2022-09-02,法兰基卷,快餐,50,15,750,在线支付,下午
8401,2022-09-02,瓦达汉堡,快餐,20,3,60,现金,早晨
8402,2022-09-02,新鲜甘蔗汁,饮品,25,8,200,现金,傍晚
8403,2022-09-02,招牌三明治,快餐,60,14,840,现金,晚上
8404,2022-09-02,咖喱土豆球,快餐,20,7,140,在线支付,下午
8405,2022-09-02,冰咖啡,饮品,40,10,400,现金,早晨
8406,2022-09-02,瓦达汉堡,快餐,20,1,20,在线支付,下午
8407,2022-09-02,冰咖啡,饮品,40,8,320,现金,傍晚
8408,2022-09-02,新鲜甘蔗汁,饮品,25,15,375,现金,傍晚
8409,2022-09-02,法兰基卷,快餐,50,9,450,在线支付,早晨
8410,2022-09-02,瓦达汉堡,快餐,20,15,300,在线支付,下午
8411,2022-09-02,脆球点心,快餐,20,9,180,现金,早晨
8412,2022-09-02,瓦达汉堡,快餐,20,15,300,其他,午夜
8413,2022-09-02,瓦达汉堡,快餐,20,15,300,在线支付,下午
8414,2022-09-02,招牌三明治,快餐,60,3,180,现金,傍晚
8415,2022-09-02,招牌三明治,快餐,60,11,660,在线支付,傍晚
8416,2022-09-02,新鲜甘蔗汁,饮品,25,3,75,现金,傍晚
8417,2022-09-02,法兰基卷,快餐,50,9,450,在线支付,午夜
8418,2022-09-02,脆球点心,快餐,20,3,60,在线支付,晚上
8419,2022-09-02,瓦达汉堡,快餐,20,13,260,现金,傍晚
8420,2022-09-02,招牌三明治,快餐,60,9,540,在线支付,傍晚
8421,2022-09-02,冰咖啡,饮品,40,1,40,其他,午夜
8422,2022-09-02,法兰基卷,快餐,50,5,250,现金,晚上
8423,2022-09-02,咖喱土豆球,快餐,20,13,260,现金,早晨
8424,2022-09-02,招牌三明治,快餐,60,6,360,在线支付,晚上
8425,2022-09-02,法兰基卷,快餐,50,15,750,其他,早晨
8426,2022-09-02,新鲜甘蔗汁,饮品,25,1,25,现金,晚上
8427,2022-09-02,法兰基卷,快餐,50,9,450,现金,早晨
8428,2022-09-02,招牌三明治,快餐,60,6,360,现金,午夜
8429,2022-09-02,法兰基卷,快餐,50,6,300,其他,下午
8430,2022-09-02,瓦达汉堡,快餐,20,15,300,在线支付,晚上
8431,2022-09-02,瓦达汉堡,快餐,20,14,280,其他,晚上
8432,2022-09-02,新鲜甘蔗汁,饮品,25,13,325,在线支付,早晨
8433,2022-09-02,招牌三明治,快餐,60,6,360,在线支付,下午
8434,2022-09-02,招牌三明治,快餐,60,7,420,在线支付,晚上
8435,2022-09-02,法兰基卷,快餐,50,6,300,在线支付,早晨
8436,2022-09-02,法兰基卷,快餐,50,14,700,现金,晚上
8437,2022-09-02,脆球点心,快餐,20,8,160,在线支付,傍晚
8438,2022-09-02,冰咖啡,饮品,40,13,520,其他,傍晚
8439,2022-09-02,法兰基卷,快餐,50,11,550,现金,晚上
8440,2022-09-02,新鲜甘蔗汁,饮品,25,2,50,在线支付,下午
8441,2022-09-02,新鲜甘蔗汁,饮品,25,12,300,其他,下午
8442,2022-09-02,冰咖啡,饮品,40,8,320,在线支付,晚上
8443,2022-09-02,法兰基卷,快餐,50,3,150,现金,晚上
8444,2022-09-02,新鲜甘蔗汁,饮品,25,8,200,现金,傍晚
8445,2022-09-02,脆球点心,快餐,20,12,240,在线支付,早晨
8446,2022-09-02,脆球点心,快餐,20,6,120,在线支付,午夜
8447,2022-09-02,冰咖啡,饮品,40,9,360,现金,早晨
8448,2022-09-02,冰咖啡,饮品,40,2,80,现金,傍晚
8449,2022-09-02,瓦达汉堡,快餐,20,6,120,现金,午夜
8450,2022-09-02,招牌三明治,快餐,60,15,900,在线支付,午夜
8451,2022-09-02,瓦达汉堡,快餐,20,10,200,其他,午夜
8452,2022-09-03,咖喱土豆球,快餐,20,7,140,现金,早晨
8453,2022-09-03,脆球点心,快餐,20,8,160,其他,午夜
8454,2022-09-03,新鲜甘蔗汁,饮品,25,12,300,现金,傍晚
8455,2022-09-03,冰咖啡,饮品,40,5,200,现金,下午
8456,2022-09-03,冰咖啡,饮品,40,13,520,现金,下午
8457,2022-09-03,脆球点心,快餐,20,15,300,现金,午夜
8458,2022-09-03,咖喱土豆球,快餐,20,15,300,现金,傍晚
8459,2022-09-03,法兰基卷,快餐,50,12,600,现金,傍晚
8460,2022-09-03,脆球点心,快餐,20,8,160,现金,傍晚
8461,2022-09-03,脆球点心,快餐,20,6,120,在线支付,午夜
8462,2022-09-03,新鲜甘蔗汁,饮品,25,6,150,现金,下午
8463,2022-09-03,脆球点心,快餐,20,5,100,在线支付,午夜
8464,2022-09-03,咖喱土豆球,快餐,20,4,80,现金,早晨
8465,2022-09-03,冰咖啡,饮品,40,4,160,在线支付,午夜
8466,2022-09-03,咖喱土豆球,快餐,20,9,180,现金,下午
8467,2022-09-03,法兰基卷,快餐,50,8,400,在线支付,晚上
8468,2022-09-03,冰咖啡,饮品,40,1,40,其他,午夜
8469,2022-09-03,新鲜甘蔗汁,饮品,25,7,175,现金,午夜
8470,2022-09-03,法兰基卷,快餐,50,15,750,其他,傍晚
8471,2022-09-03,新鲜甘蔗汁,饮品,25,12,300,在线支付,下午
8472,2022-09-03,瓦达汉堡,快餐,20,8,160,现金,下午
8473,2022-09-03,咖喱土豆球,快餐,20,4,80,现金,下午
8474,2022-09-03,新鲜甘蔗汁,饮品,25,2,50,现金,傍晚
8475,2022-09-03,冰咖啡,饮品,40,6,240,其他,早晨
8476,2022-09-03,法兰基卷,快餐,50,10,500,现金,下午
8477,2022-09-03,脆球点心,快餐,20,11,220,现金,早晨
8478,2022-09-03,冰咖啡,饮品,40,7,280,在线支付,傍晚
8479,2022-09-03,咖喱土豆球,快餐,20,12,240,在线支付,午夜
8480,2022-09-03,咖喱土豆球,快餐,20,10,200,现金,傍晚
8481,2022-09-03,招牌三明治,快餐,60,8,480,其他,晚上
8482,2022-09-03,招牌三明治,快餐,60,15,900,在线支付,早晨
8483,2022-09-03,新鲜甘蔗汁,饮品,25,6,150,在线支付,晚上
8484,2022-09-03,咖喱土豆球,快餐,20,8,160,现金,晚上
8485,2022-09-03,新鲜甘蔗汁,饮品,25,9,225,在线支付,早晨
8486,2022-09-03,冰咖啡,饮品,40,1,40,现金,傍晚
8487,2022-09-03,招牌三明治,快餐,60,10,600,在线支付,晚上
8488,2022-09-03,冰咖啡,饮品,40,5,200,其他,午夜
8489,2022-09-03,法兰基卷,快餐,50,8,400,其他,下午
8490,2022-09-03,新鲜甘蔗汁,饮品,25,14,350,其他,早晨
8491,2022-09-03,招牌三明治,快餐,60,1,60,在线支付,晚上
8492,2022-09-03,瓦达汉堡,快餐,20,6,120,现金,下午
8493,2022-09-03,咖喱土豆球,快餐,20,13,260,现金,午夜
8494,2022-09-03,冰咖啡,饮品,40,12,480,在线支付,下午
8495,2022-09-03,招牌三明治,快餐,60,15,900,现金,下午
8496,2022-09-03,新鲜甘蔗汁,饮品,25,13,325,在线支付,晚上
8497,2022-09-03,咖喱土豆球,快餐,20,8,160,在线支付,早晨
8498,2022-09-03,新鲜甘蔗汁,饮品,25,14,350,在线支付,早晨
8499,2022-09-03,瓦达汉堡,快餐,20,6,120,现金,晚上
8500,2022-09-03,脆球点心,快餐,20,13,260,现金,午夜
8501,2022-09-03,冰咖啡,饮品,40,8,320,现金,下午
8502,2022-09-03,瓦达汉堡,快餐,20,8,160,在线支付,午夜
8503,2022-09-03,新鲜甘蔗汁,饮品,25,13,325,在线支付,早晨
8504,2022-09-03,咖喱土豆球,快餐,20,12,240,现金,下午
8505,2022-09-03,冰咖啡,饮品,40,6,240,其他,傍晚
8506,2022-09-03,法兰基卷,快餐,50,9,450,在线支付,早晨
8507,2022-09-03,脆球点心,快餐,20,7,140,在线支付,傍晚
8508,2022-09-03,法兰基卷,快餐,50,9,450,在线支付,下午
8509,2022-09-03,咖喱土豆球,快餐,20,13,260,在线支付,下午
8510,2022-09-03,脆球点心,快餐,20,10,200,在线支付,下午
8511,2022-09-03,冰咖啡,饮品,40,4,160,现金,傍晚
8512,2022-09-03,瓦达汉堡,快餐,20,6,120,现金,傍晚
8513,2022-09-03,法兰基卷,快餐,50,11,550,在线支付,早晨
8514,2022-09-03,新鲜甘蔗汁,饮品,25,9,225,现金,下午
8515,2022-09-03,咖喱土豆球,快餐,20,6,120,现金,傍晚
8516,2022-09-03,招牌三明治,快餐,60,10,600,其他,早晨
8517,2022-09-03,脆球点心,快餐,20,9,180,在线支付,晚上
8518,2022-09-03,瓦达汉堡,快餐,20,14,280,现金,晚上
8519,2022-09-03,咖喱土豆球,快餐,20,10,200,现金,下午
8520,2022-09-03,脆球点心,快餐,20,10,200,现金,傍晚
8521,2022-09-03,咖喱土豆球,快餐,20,9,180,在线支付,午夜
8522,2022-09-03,法兰基卷,快餐,50,12,600,现金,午夜
8523,2022-09-03,冰咖啡,饮品,40,9,360,其他,下午
8524,2022-09-03,咖喱土豆球,快餐,20,2,40,现金,傍晚
8525,2022-09-03,瓦达汉堡,快餐,20,10,200,现金,晚上
8526,2022-09-03,新鲜甘蔗汁,饮品,25,9,225,在线支付,下午
8527,2022-09-03,新鲜甘蔗汁,饮品,25,9,225,在线支付,傍晚
8528,2022-09-03,新鲜甘蔗汁,饮品,25,12,300,现金,下午
8529,2022-09-03,法兰基卷,快餐,50,8,400,其他,早晨
8530,2022-09-03,瓦达汉堡,快餐,20,11,220,在线支付,晚上
8531,2022-09-03,瓦达汉堡,快餐,20,1,20,在线支付,下午
8532,2022-09-03,咖喱土豆球,快餐,20,6,120,现金,早晨
8533,2022-09-03,冰咖啡,饮品,40,15,600,在线支付,早晨
8534,2022-09-03,瓦达汉堡,快餐,20,15,300,在线支付,午夜
8535,2022-09-03,脆球点心,快餐,20,11,220,现金,早晨
8536,2022-09-03,瓦达汉堡,快餐,20,1,20,其他,晚上
8537,2022-09-03,脆球点心,快餐,20,2,40,在线支付,傍晚
8538,2022-09-03,咖喱土豆球,快餐,20,14,280,现金,午夜
8539,2022-09-03,瓦达汉堡,快餐,20,9,180,在线支付,早晨
8540,2022-09-03,新鲜甘蔗汁,饮品,25,6,150,现金,晚上
8541,2022-09-03,瓦达汉堡,快餐,20,10,200,现金,午夜
8542,2022-09-03,瓦达汉堡,快餐,20,8,160,在线支付,下午
8543,2022-09-03,法兰基卷,快餐,50,9,450,现金,晚上
8544,2022-09-03,瓦达汉堡,快餐,20,7,140,现金,傍晚
8545,2022-09-03,冰咖啡,饮品,40,7,280,在线支付,早晨
8546,2022-09-03,新鲜甘蔗汁,饮品,25,7,175,在线支付,早晨
8547,2022-09-03,咖喱土豆球,快餐,20,15,300,现金,傍晚
8548,2022-09-03,招牌三明治,快餐,60,13,780,现金,下午
8549,2022-09-03,新鲜甘蔗汁,饮品,25,11,275,现金,下午
8550,2022-09-03,脆球点心,快餐,20,8,160,在线支付,下午
8551,2022-09-03,瓦达汉堡,快餐,20,10,200,在线支付,傍晚
8552,2022-09-03,新鲜甘蔗汁,饮品,25,5,125,在线支付,早晨
8553,2022-09-03,新鲜甘蔗汁,饮品,25,5,125,现金,傍晚
8554,2022-09-03,冰咖啡,饮品,40,3,120,在线支付,下午
8555,2022-09-03,脆球点心,快餐,20,10,200,现金,早晨
8556,2022-09-03,新鲜甘蔗汁,饮品,25,5,125,现金,早晨
8557,2022-09-03,法兰基卷,快餐,50,14,700,在线支付,午夜
8558,2022-09-03,招牌三明治,快餐,60,3,180,现金,下午
8559,2022-09-03,脆球点心,快餐,20,9,180,在线支付,早晨
8560,2022-09-03,法兰基卷,快餐,50,14,700,在线支付,午夜
8561,2022-09-03,脆球点心,快餐,20,10,200,在线支付,午夜
8562,2022-09-03,瓦达汉堡,快餐,20,6,120,现金,午夜
8563,2022-09-03,咖喱土豆球,快餐,20,11,220,其他,傍晚
8564,2022-09-03,新鲜甘蔗汁,饮品,25,14,350,现金,下午
8565,2022-09-03,咖喱土豆球,快餐,20,11,220,现金,午夜
8566,2022-09-03,新鲜甘蔗汁,饮品,25,6,150,在线支付,午夜
8567,2022-09-03,咖喱土豆球,快餐,20,11,220,现金,傍晚
8568,2022-09-03,脆球点心,快餐,20,5,100,其他,午夜
8569,2022-09-03,冰咖啡,饮品,40,7,280,在线支付,早晨
8570,2022-09-03,法兰基卷,快餐,50,11,550,现金,晚上
8571,2022-09-03,冰咖啡,饮品,40,6,240,在线支付,午夜
8572,2022-09-03,咖喱土豆球,快餐,20,9,180,现金,早晨
8573,2022-09-04,冰咖啡,饮品,40,8,320,现金,早晨
8574,2022-09-04,咖喱土豆球,快餐,20,14,280,其他,下午
8575,2022-09-04,脆球点心,快餐,20,8,160,在线支付,下午
8576,2022-09-04,咖喱土豆球,快餐,20,10,200,其他,傍晚
8577,2022-09-04,新鲜甘蔗汁,饮品,25,11,275,现金,傍晚
8578,2022-09-04,咖喱土豆球,快餐,20,5,100,在线支付,早晨
8579,2022-09-04,冰咖啡,饮品,40,4,160,在线支付,下午
8580,2022-09-04,冰咖啡,饮品,40,11,440,现金,早晨
8581,2022-09-04,新鲜甘蔗汁,饮品,25,8,200,在线支付,早晨
8582,2022-09-04,法兰基卷,快餐,50,7,350,现金,下午
8583,2022-09-04,瓦达汉堡,快餐,20,3,60,在线支付,傍晚
8584,2022-09-04,法兰基卷,快餐,50,3,150,在线支付,下午
8585,2022-09-04,法兰基卷,快餐,50,13,650,在线支付,早晨
8586,2022-09-04,新鲜甘蔗汁,饮品,25,3,75,现金,下午
8587,2022-09-04,瓦达汉堡,快餐,20,11,220,现金,午夜
8588,2022-09-04,瓦达汉堡,快餐,20,12,240,现金,午夜
8589,2022-09-04,新鲜甘蔗汁,饮品,25,11,275,现金,早晨
8590,2022-09-04,新鲜甘蔗汁,饮品,25,2,50,现金,傍晚
8591,2022-09-04,招牌三明治,快餐,60,12,720,现金,早晨
8592,2022-09-04,招牌三明治,快餐,60,15,900,现金,晚上
8593,2022-09-04,冰咖啡,饮品,40,5,200,其他,晚上
8594,2022-09-04,新鲜甘蔗汁,饮品,25,7,175,在线支付,午夜
8595,2022-09-04,招牌三明治,快餐,60,1,60,现金,晚上
8596,2022-09-04,新鲜甘蔗汁,饮品,25,7,175,在线支付,早晨
8597,2022-09-04,冰咖啡,饮品,40,13,520,现金,晚上
8598,2022-09-04,瓦达汉堡,快餐,20,4,80,在线支付,晚上
8599,2022-09-04,瓦达汉堡,快餐,20,6,120,在线支付,傍晚
8600,2022-09-04,脆球点心,快餐,20,8,160,现金,下午
8601,2022-09-04,新鲜甘蔗汁,饮品,25,4,100,现金,晚上
8602,2022-09-04,法兰基卷,快餐,50,9,450,现金,午夜
8603,2022-09-04,瓦达汉堡,快餐,20,8,160,现金,傍晚
8604,2022-09-04,新鲜甘蔗汁,饮品,25,10,250,现金,早晨
8605,2022-09-04,冰咖啡,饮品,40,5,200,现金,午夜
8606,2022-09-04,招牌三明治,快餐,60,8,480,在线支付,晚上
8607,2022-09-04,法兰基卷,快餐,50,5,250,在线支付,晚上
8608,2022-09-04,脆球点心,快餐,20,1,20,现金,午夜
8609,2022-09-04,瓦达汉堡,快餐,20,15,300,现金,晚上
8610,2022-09-04,冰咖啡,饮品,40,13,520,在线支付,午夜
8611,2022-09-04,招牌三明治,快餐,60,7,420,现金,早晨
8612,2022-09-04,新鲜甘蔗汁,饮品,25,7,175,其他,晚上
8613,2022-09-04,瓦达汉堡,快餐,20,7,140,其他,午夜
8614,2022-09-04,咖喱土豆球,快餐,20,11,220,在线支付,晚上
8615,2022-09-04,瓦达汉堡,快餐,20,8,160,现金,午夜
8616,2022-09-04,招牌三明治,快餐,60,12,720,现金,晚上
8617,2022-09-04,法兰基卷,快餐,50,12,600,在线支付,午夜
8618,2022-09-04,新鲜甘蔗汁,饮品,25,15,375,现金,傍晚
8619,2022-09-04,新鲜甘蔗汁,饮品,25,2,50,在线支付,晚上
8620,2022-09-04,新鲜甘蔗汁,饮品,25,9,225,现金,午夜
8621,2022-09-04,咖喱土豆球,快餐,20,5,100,在线支付,晚上
8622,2022-09-04,瓦达汉堡,快餐,20,12,240,在线支付,下午
8623,2022-09-04,法兰基卷,快餐,50,5,250,现金,傍晚
8624,2022-09-04,法兰基卷,快餐,50,2,100,在线支付,傍晚
8625,2022-09-04,招牌三明治,快餐,60,10,600,现金,早晨
8626,2022-09-04,新鲜甘蔗汁,饮品,25,1,25,现金,傍晚
8627,2022-09-04,瓦达汉堡,快餐,20,3,60,在线支付,午夜
8628,2022-09-04,脆球点心,快餐,20,15,300,现金,午夜
8629,2022-09-04,法兰基卷,快餐,50,1,50,现金,早晨
8630,2022-09-04,新鲜甘蔗汁,饮品,25,6,150,在线支付,午夜
8631,2022-09-04,新鲜甘蔗汁,饮品,25,15,375,在线支付,下午
8632,2022-09-04,脆球点心,快餐,20,15,300,在线支付,晚上
8633,2022-09-04,法兰基卷,快餐,50,5,250,在线支付,傍晚
8634,2022-09-04,脆球点心,快餐,20,12,240,现金,傍晚
8635,2022-09-04,法兰基卷,快餐,50,6,300,现金,早晨
8636,2022-09-04,招牌三明治,快餐,60,4,240,现金,晚上
8637,2022-09-04,冰咖啡,饮品,40,3,120,现金,下午
8638,2022-09-04,咖喱土豆球,快餐,20,9,180,在线支付,下午
8639,2022-09-04,招牌三明治,快餐,60,13,780,现金,午夜
8640,2022-09-04,冰咖啡,饮品,40,9,360,在线支付,傍晚
8641,2022-09-04,冰咖啡,饮品,40,9,360,现金,傍晚
8642,2022-09-04,冰咖啡,饮品,40,4,160,现金,下午
8643,2022-09-04,法兰基卷,快餐,50,7,350,现金,傍晚
8644,2022-09-04,新鲜甘蔗汁,饮品,25,11,275,现金,午夜
8645,2022-09-04,瓦达汉堡,快餐,20,9,180,现金,下午
8646,2022-09-04,冰咖啡,饮品,40,4,160,现金,傍晚
8647,2022-09-04,咖喱土豆球,快餐,20,5,100,现金,午夜
8648,2022-09-04,招牌三明治,快餐,60,3,180,现金,早晨
8649,2022-09-04,咖喱土豆球,快餐,20,6,120,现金,午夜
8650,2022-09-04,瓦达汉堡,快餐,20,2,40,在线支付,午夜
8651,2022-09-04,新鲜甘蔗汁,饮品,25,3,75,在线支付,早晨
8652,2022-09-04,瓦达汉堡,快餐,20,7,140,在线支付,晚上
8653,2022-09-04,瓦达汉堡,快餐,20,8,160,现金,傍晚
8654,2022-09-04,咖喱土豆球,快餐,20,9,180,现金,晚上
8655,2022-09-04,冰咖啡,饮品,40,9,360,在线支付,早晨
8656,2022-09-04,瓦达汉堡,快餐,20,8,160,在线支付,下午
8657,2022-09-04,瓦达汉堡,快餐,20,4,80,在线支付,晚上
8658,2022-09-04,新鲜甘蔗汁,饮品,25,8,200,在线支付,下午
8659,2022-09-04,新鲜甘蔗汁,饮品,25,8,200,在线支付,早晨
8660,2022-09-04,脆球点心,快餐,20,4,80,在线支付,午夜
8661,2022-09-04,冰咖啡,饮品,40,3,120,在线支付,早晨
8662,2022-09-04,新鲜甘蔗汁,饮品,25,5,125,在线支付,早晨
8663,2022-09-04,瓦达汉堡,快餐,20,10,200,在线支付,晚上
8664,2022-09-04,法兰基卷,快餐,50,1,50,现金,早晨
8665,2022-09-04,咖喱土豆球,快餐,20,12,240,在线支付,早晨
8666,2022-09-04,新鲜甘蔗汁,饮品,25,6,150,现金,早晨
8667,2022-09-04,脆球点心,快餐,20,9,180,在线支付,晚上
8668,2022-09-04,脆球点心,快餐,20,2,40,现金,下午
8669,2022-09-04,瓦达汉堡,快餐,20,7,140,现金,下午
8670,2022-09-04,招牌三明治,快餐,60,3,180,其他,晚上
8671,2022-09-04,招牌三明治,快餐,60,4,240,现金,早晨
8672,2022-09-04,招牌三明治,快餐,60,8,480,在线支付,下午
8673,2022-09-04,新鲜甘蔗汁,饮品,25,15,375,现金,晚上
8674,2022-09-04,瓦达汉堡,快餐,20,9,180,在线支付,下午
8675,2022-09-04,脆球点心,快餐,20,15,300,现金,早晨
8676,2022-09-04,法兰基卷,快餐,50,1,50,在线支付,晚上
8677,2022-09-04,冰咖啡,饮品,40,10,400,在线支付,早晨
8678,2022-09-04,冰咖啡,饮品,40,6,240,现金,晚上
8679,2022-09-04,瓦达汉堡,快餐,20,5,100,在线支付,早晨
8680,2022-09-04,瓦达汉堡,快餐,20,13,260,现金,下午
8681,2022-09-04,新鲜甘蔗汁,饮品,25,3,75,在线支付,午夜
8682,2022-09-04,脆球点心,快餐,20,1,20,现金,下午
8683,2022-09-04,法兰基卷,快餐,50,12,600,现金,早晨
8684,2022-09-04,新鲜甘蔗汁,饮品,25,3,75,在线支付,傍晚
8685,2022-09-04,新鲜甘蔗汁,饮品,25,2,50,其他,午夜
8686,2022-09-04,瓦达汉堡,快餐,20,1,20,在线支付,早晨
8687,2022-09-04,瓦达汉堡,快餐,20,10,200,其他,下午
8688,2022-09-04,招牌三明治,快餐,60,15,900,现金,下午
8689,2022-09-04,法兰基卷,快餐,50,1,50,在线支付,午夜
8690,2022-09-04,新鲜甘蔗汁,饮品,25,6,150,在线支付,早晨
8691,2022-09-04,瓦达汉堡,快餐,20,11,220,在线支付,晚上
8692,2022-09-04,咖喱土豆球,快餐,20,6,120,在线支付,午夜
8693,2022-09-04,法兰基卷,快餐,50,5,250,现金,下午
8694,2022-09-04,咖喱土豆球,快餐,20,9,180,现金,午夜
8695,2022-09-04,瓦达汉堡,快餐,20,10,200,在线支付,傍晚
8696,2022-09-04,脆球点心,快餐,20,6,120,在线支付,下午
8697,2022-09-04,咖喱土豆球,快餐,20,2,40,现金,早晨
8698,2022-09-05,冰咖啡,饮品,40,1,40,在线支付,早晨
8699,2022-09-05,招牌三明治,快餐,60,9,540,其他,晚上
8700,2022-09-05,招牌三明治,快餐,60,3,180,现金,下午
8701,2022-09-05,瓦达汉堡,快餐,20,10,200,现金,晚上
8702,2022-09-05,法兰基卷,快餐,50,5,250,在线支付,早晨
8703,2022-09-05,法兰基卷,快餐,50,10,500,现金,午夜
8704,2022-09-05,法兰基卷,快餐,50,8,400,现金,晚上
8705,2022-09-05,法兰基卷,快餐,50,7,350,在线支付,傍晚
8706,2022-09-05,法兰基卷,快餐,50,3,150,在线支付,傍晚
8707,2022-09-05,新鲜甘蔗汁,饮品,25,8,200,在线支付,下午
8708,2022-09-05,新鲜甘蔗汁,饮品,25,5,125,在线支付,下午
8709,2022-09-05,冰咖啡,饮品,40,14,560,在线支付,早晨
8710,2022-09-05,冰咖啡,饮品,40,8,320,在线支付,早晨
8711,2022-09-05,招牌三明治,快餐,60,12,720,其他,晚上
8712,2022-09-05,脆球点心,快餐,20,15,300,在线支付,晚上
8713,2022-09-05,咖喱土豆球,快餐,20,10,200,在线支付,下午
8714,2022-09-05,瓦达汉堡,快餐,20,9,180,在线支付,早晨
8715,2022-09-05,冰咖啡,饮品,40,4,160,在线支付,下午
8716,2022-09-05,冰咖啡,饮品,40,1,40,在线支付,早晨
8717,2022-09-05,瓦达汉堡,快餐,20,7,140,在线支付,傍晚
8718,2022-09-05,瓦达汉堡,快餐,20,7,140,在线支付,下午
8719,2022-09-05,新鲜甘蔗汁,饮品,25,5,125,现金,晚上
8720,2022-09-05,脆球点心,快餐,20,15,300,现金,午夜
8721,2022-09-05,法兰基卷,快餐,50,1,50,现金,下午
8722,2022-09-05,招牌三明治,快餐,60,8,480,在线支付,午夜
8723,2022-09-05,脆球点心,快餐,20,7,140,其他,傍晚
8724,2022-09-05,新鲜甘蔗汁,饮品,25,14,350,在线支付,午夜
8725,2022-09-05,咖喱土豆球,快餐,20,12,240,在线支付,下午
8726,2022-09-05,法兰基卷,快餐,50,4,200,现金,午夜
8727,2022-09-05,新鲜甘蔗汁,饮品,25,2,50,现金,下午
8728,2022-09-05,瓦达汉堡,快餐,20,5,100,在线支付,下午
8729,2022-09-05,新鲜甘蔗汁,饮品,25,8,200,在线支付,下午
8730,2022-09-05,瓦达汉堡,快餐,20,7,140,在线支付,早晨
8731,2022-09-05,脆球点心,快餐,20,3,60,在线支付,早晨
8732,2022-09-05,脆球点心,快餐,20,5,100,现金,午夜
8733,2022-09-05,瓦达汉堡,快餐,20,9,180,在线支付,早晨
8734,2022-09-05,冰咖啡,饮品,40,11,440,在线支付,晚上
8735,2022-09-05,法兰基卷,快餐,50,2,100,在线支付,下午
8736,2022-09-05,瓦达汉堡,快餐,20,13,260,现金,晚上
8737,2022-09-05,招牌三明治,快餐,60,15,900,在线支付,傍晚
8738,2022-09-05,脆球点心,快餐,20,14,280,现金,早晨
8739,2022-09-05,法兰基卷,快餐,50,10,500,其他,下午
8740,2022-09-05,瓦达汉堡,快餐,20,6,120,现金,下午
8741,2022-09-05,新鲜甘蔗汁,饮品,25,6,150,在线支付,午夜
8742,2022-09-05,冰咖啡,饮品,40,11,440,在线支付,午夜
8743,2022-09-05,咖喱土豆球,快餐,20,4,80,现金,下午
8744,2022-09-05,招牌三明治,快餐,60,5,300,其他,早晨
8745,2022-09-05,脆球点心,快餐,20,7,140,在线支付,晚上
8746,2022-09-05,法兰基卷,快餐,50,15,750,在线支付,早晨
8747,2022-09-05,脆球点心,快餐,20,13,260,在线支付,晚上
8748,2022-09-05,瓦达汉堡,快餐,20,9,180,现金,傍晚
8749,2022-09-05,瓦达汉堡,快餐,20,11,220,在线支付,傍晚
8750,2022-09-05,冰咖啡,饮品,40,6,240,现金,下午
8751,2022-09-05,招牌三明治,快餐,60,6,360,现金,傍晚
8752,2022-09-05,招牌三明治,快餐,60,5,300,在线支付,早晨
8753,2022-09-05,新鲜甘蔗汁,饮品,25,11,275,其他,晚上
8754,2022-09-05,招牌三明治,快餐,60,15,900,现金,晚上
8755,2022-09-05,瓦达汉堡,快餐,20,12,240,在线支付,早晨
8756,2022-09-05,新鲜甘蔗汁,饮品,25,4,100,现金,晚上
8757,2022-09-05,新鲜甘蔗汁,饮品,25,14,350,现金,晚上
8758,2022-09-05,脆球点心,快餐,20,15,300,现金,晚上
8759,2022-09-05,新鲜甘蔗汁,饮品,25,9,225,现金,傍晚
8760,2022-09-05,招牌三明治,快餐,60,4,240,现金,傍晚
8761,2022-09-05,招牌三明治,快餐,60,15,900,现金,午夜
8762,2022-09-05,咖喱土豆球,快餐,20,2,40,在线支付,傍晚
8763,2022-09-05,瓦达汉堡,快餐,20,7,140,现金,早晨
8764,2022-09-05,瓦达汉堡,快餐,20,8,160,在线支付,晚上
8765,2022-09-05,咖喱土豆球,快餐,20,8,160,在线支付,下午
8766,2022-09-05,脆球点心,快餐,20,12,240,现金,晚上
8767,2022-09-05,冰咖啡,饮品,40,8,320,现金,晚上
8768,2022-09-05,新鲜甘蔗汁,饮品,25,1,25,在线支付,午夜
8769,2022-09-05,新鲜甘蔗汁,饮品,25,7,175,现金,午夜
8770,2022-09-05,招牌三明治,快餐,60,7,420,其他,早晨
8771,2022-09-05,脆球点心,快餐,20,11,220,在线支付,晚上
8772,2022-09-05,冰咖啡,饮品,40,11,440,其他,早晨
8773,2022-09-05,新鲜甘蔗汁,饮品,25,9,225,其他,傍晚
8774,2022-09-05,冰咖啡,饮品,40,12,480,现金,午夜
8775,2022-09-05,法兰基卷,快餐,50,4,200,其他,午夜
8776,2022-09-05,招牌三明治,快餐,60,1,60,其他,傍晚
8777,2022-09-05,新鲜甘蔗汁,饮品,25,3,75,其他,午夜
8778,2022-09-05,咖喱土豆球,快餐,20,12,240,现金,午夜
